,AMT,AMT,AMT,AMT,AMT,CCI,CCI,CCI,CCI,CCI,EQIX,EQIX,EQIX,EQIX,EQIX,PLD,PLD,PLD,PLD,PLD,PSA,PSA,PSA,PSA,PSA
2018-12-03 00:00:00-05:00,165.02,165.15,161.51,163.14,2317019.0,114.68,115.335,111.34,113.72,3085943.0,387.45,391.69,385.28,391.1,434625.0,67.44,68.66,67.29,68.65,2600366,213.25,214.39,210.92,212.41,1242201.0
2018-12-04 00:00:00-05:00,163.27,165.445,163.04,163.5,2067595.0,113.66,115.405,113.66,115.05,2486083.0,392.74,396.59,383.91,385.23,592395.0,68.68,68.95,66.74,66.87,2153457,212.55,216.1,211.05,211.82,950412.0
2018-12-06 00:00:00-05:00,162.81,167.85,161.13,167.62,2415114.0,114.42,117.6,113.23,117.46,2868338.0,381.92,392.9,377.95,392.72,539334.0,66.28,68.8,64.64,68.51,3284602,211.05,216.7,209.99,216.23,1747805.0
2018-12-07 00:00:00-05:00,167.37,168.58,165.84,166.4,2828474.0,117.12,117.58,115.32,115.741,1932424.0,390.79,393.33,383.95,386.51,381114.0,68.05,68.45,66.7,66.85,2098265,215.68,215.685,212.54,214.11,1347657.0
2018-12-10 00:00:00-05:00,165.96,166.895,162.75,166.17,1646528.0,115.73,116.66,114.31,116.1,1841551.0,388.15,389.76,381.62,387.08,345769.0,66.78,66.78,64.84,65.93,2400804,214.26,214.71,211.32,213.9,640377.0
2018-12-11 00:00:00-05:00,166.73,167.32,165.5,166.63,1793940.0,116.74,117.17,116.0,116.16,1326135.0,388.69,391.67,387.06,389.77,387699.0,66.42,67.3,66.195,66.47,3042936,213.03,214.47,210.71,210.78,1486465.0
2018-12-12 00:00:00-05:00,167.49,167.55,164.14,164.71,2234269.0,116.74,117.52,115.45,115.51,1674152.0,390.31,396.5,386.69,387.13,409294.0,66.98,67.14,64.62,64.65,1908373,211.07,212.29,204.22,204.26,1413703.0
2018-12-13 00:00:00-05:00,165.14,167.64,164.43,166.8,1891339.0,114.76,115.84,114.02,115.05,1828157.0,388.31,395.2523,388.23,389.32,359922.0,64.71,65.9,64.67,65.13,2467925,202.25,205.2,198.53,199.02,2035990.0
2018-12-14 00:00:00-05:00,166.52,167.0,165.02,166.6,1761714.0,114.5,115.175,113.69,114.55,1895030.0,387.74,389.24,383.77,386.7,435929.0,64.81,65.29,64.22,64.81,1730395,199.12,204.07,198.86,203.47,1438360.0
2018-12-17 00:00:00-05:00,166.95,167.16,160.37,160.94,2326077.0,114.55,114.77,110.86,110.91,2230926.0,386.89,387.54,368.56,369.06,734322.0,64.52,64.57,61.3,61.49,3001888,203.51,204.3,199.16,199.55,1386814.0
2018-12-18 00:00:00-05:00,161.85,163.46,161.18,162.31,2197805.0,111.47,112.71,109.95,110.62,1837220.0,371.87,377.06,369.48,370.83,464228.0,62.68,63.28,62.06,62.62,2503055,200.65,205.16,200.65,204.17,1402181.0
2018-12-19 00:00:00-05:00,162.48,164.69,161.78,162.61,1378218.0,111.26,112.75,110.13,110.26,1765503.0,370.5,374.09,367.08,368.63,716269.0,62.64,62.76,61.01,61.25,2034228,203.86,205.61,202.25,203.26,1018416.0
2018-12-20 00:00:00-05:00,162.35,163.97,160.5,161.46,2037284.0,110.06,111.31,109.23,110.0,2707739.0,367.42,367.8,355.325,358.59,676057.0,61.25,61.45,59.63,60.33,2587718,202.65,205.16,201.0635,202.91,1156071.0
2018-12-21 00:00:00-05:00,161.54,164.6,157.6206,158.1,3428682.0,108.35,111.18,106.11,106.18,3812044.0,358.62,363.68,348.62,350.24,921401.0,60.01,61.03,58.79,58.85,4294660,203.89,209.33,202.27,203.35,1917449.0
2018-12-24 00:00:00-05:00,157.31,157.52,152.63,153.73,1767556.0,106.25,106.56,103.89,103.98,1301844.0,348.75,349.9,338.97,339.04,302237.0,58.67,58.83,55.94,56.01,1794232,203.05,204.01,196.63,196.79,747110.0
2018-12-26 00:00:00-05:00,153.4,157.52,150.665,157.46,1608457.0,104.02,107.64,103.21,107.6,1692416.0,340.4,349.27,335.29,349.27,531255.0,56.33,57.96,55.21,57.96,2083360,196.75,200.67,195.73,200.44,908055.0
2018-12-27 00:00:00-05:00,156.73,158.7499,153.3,158.58,1250315.0,107.14,107.81,104.42,107.81,1239106.0,345.65,348.99,337.665,346.06,496853.0,57.48,58.0,55.92,57.99,2318232,200.4,201.87,195.7,201.69,746168.0
2018-12-28 00:00:00-05:00,159.73,161.61,157.75,158.905,1476366.0,108.96,109.24,107.43,108.18,1272009.0,348.75,356.14,347.1,353.13,474380.0,58.53,59.01,57.85,58.5,2898573,202.86,205.09,201.07,202.14,995760.0
2018-12-31 00:00:00-05:00,159.67,159.76,156.14,157.655,1419482.0,108.5,108.5,106.68,108.19,957744.0,352.35,353.3,347.6104,351.26,285579.0,58.61,58.76,57.57,58.57,1654596,202.19,202.8,200.11,202.195,947395.0
2019-01-02 00:00:00-05:00,157.11,157.11,153.93,156.48,1744966.0,107.62,107.62,105.16,105.72,1729321.0,349.28,352.69,343.58,349.43,473146.0,58.04,58.15,56.64,56.925,1922857,200.9,201.2,193.89,194.73,1078104.0
2019-01-03 00:00:00-05:00,156.61,160.04,156.43,157.73,2046824.0,105.82,108.65,105.82,106.54,1843743.0,348.66,355.47,345.17,346.52,661165.0,56.93,57.85,56.41,56.5,2767449,195.12,200.66,195.07,198.65,972301.0
2019-01-04 00:00:00-05:00,158.11,160.07,157.69,158.04,1325235.0,107.3,108.87,106.87,107.98,1307947.0,347.8,356.635,346.36,353.7,464410.0,56.95,58.32,56.69,57.93,2817407,198.43,200.35,196.13,196.41,828791.0
2019-01-07 00:00:00-05:00,158.48,160.62,158.02,159.245,1201298.0,108.42,109.699,108.18,108.59,1113681.0,353.0,357.02,351.41,354.81,642512.0,58.06,59.46,58.03,58.985,2439287,196.4,198.425,195.13,195.93,601400.0
2019-01-08 00:00:00-05:00,159.78,161.0,158.58,160.88,1754720.0,109.47,109.6,107.34,107.575,2405474.0,357.42,363.18,357.42,361.93,561187.0,59.21,61.025,59.21,60.82,2747040,195.57,199.46,195.57,199.3,867994.0
2019-01-09 00:00:00-05:00,161.88,161.91,158.35,159.49,1551955.0,107.36,107.54,104.43,105.6301,2901335.0,363.69,365.09,348.24,356.8,929825.0,60.83,61.36,60.33,61.3,2278698,200.6,200.6535,196.36,198.11,613065.0
2019-01-10 00:00:00-05:00,159.47,161.93,158.62,161.88,1567704.0,105.62,107.12,105.11,106.885,1887714.0,356.31,371.0,355.037,370.92,877832.0,61.13,62.44,60.81,62.43,1799139,198.63,202.32,198.3,200.99,737391.0
2019-01-11 00:00:00-05:00,161.05,162.26,159.9,160.91,1471836.0,106.61,107.715,105.93,107.11,1132596.0,369.96,372.3,366.55,371.27,355935.0,62.08,62.45,61.69,62.2,1647586,200.99,201.99,200.1,200.47,550000.0
2019-01-14 00:00:00-05:00,161.04,162.5576,160.85,161.36,1055132.0,106.8,107.18,104.2196,106.425,1581387.0,370.3,377.15,369.9898,376.6,517426.0,61.88,62.57,61.72,62.29,2088656,200.83,203.11,199.76,200.95,595104.0
2019-01-15 00:00:00-05:00,161.23,163.32,160.63,163.16,1386896.0,106.71,107.85,106.4,107.39,992564.0,379.46,383.59,378.145,383.19,646513.0,62.49,63.48,62.44,63.245,1769964,201.3,204.2,201.11,203.94,376552.0
2019-01-16 00:00:00-05:00,163.45,164.31,162.83,163.69,1142689.0,107.15,107.86,106.52,107.37,1061323.0,381.21,384.18,379.53,381.26,528173.0,63.1,63.74,62.67,63.52,1566490,203.39,204.83,201.6175,204.2,424426.0
2019-01-17 00:00:00-05:00,163.78,164.93,163.06,164.17,852149.0,107.21,108.01,106.76,107.48,1187652.0,380.97,383.59,379.21,381.53,420197.0,63.3,64.085,63.3,64.06,1888103,203.97,205.32,202.85,204.88,356068.0
2019-01-18 00:00:00-05:00,165.25,165.25,163.38,164.42,1342630.0,108.23,108.35,106.9,107.5,1658540.0,383.48,383.48,373.75,374.26,598651.0,64.34,64.835,63.99,64.5872,1868056,205.0,205.0,202.42,202.59,542667.0
2019-01-22 00:00:00-05:00,164.52,165.4099,163.17,164.48,1061697.0,107.62,108.98,107.51,108.95,1938108.0,374.67,375.7885,368.26,370.54,782296.0,65.0,66.7,63.28,64.61,2854794,203.37,203.495,199.91,201.21,789569.0
2019-01-23 00:00:00-05:00,164.51,165.67,164.34,165.47,1317305.0,109.71,110.22,108.97,110.12,2216179.0,370.86,371.69,363.15,364.775,545191.0,64.88,65.19,64.46,65.01,2090001,201.14,201.98,198.42,201.61,781242.0
2019-01-24 00:00:00-05:00,164.81,165.8424,164.11,165.75,1122786.0,110.79,112.88,109.58,112.035,2701830.0,357.35,371.56,357.35,371.42,448697.0,64.96,65.16,64.33,64.74,1467372,202.23,204.615,201.2615,202.64,509205.0
2019-01-25 00:00:00-05:00,166.5,168.13,165.79,167.4,1233509.0,112.74,114.77,112.3,113.71,2069330.0,371.78,373.14,364.91,369.28,682240.0,65.04,66.05,64.9307,65.945,1958982,202.84,205.68,202.84,205.445,719431.0
2019-01-28 00:00:00-05:00,166.94,167.96,165.67,167.92,962209.0,113.69,114.59,112.75,114.4,1675068.0,367.95,377.97,363.9,376.865,407759.0,65.77,66.87,65.3801,66.655,1562590,205.95,208.49,204.67,208.11,815737.0
2019-01-29 00:00:00-05:00,167.68,169.47,167.5501,169.2,1325111.0,114.05,115.04,114.04,114.99,1612053.0,378.1,379.88,373.89,379.18,271485.0,66.73,67.66,66.51,67.46,2556534,208.54,210.29,207.53,210.24,641402.0
2019-01-30 00:00:00-05:00,169.13,171.5,169.01,170.49,1644051.0,114.94,116.271,114.87,115.56,2022990.0,379.29,384.8,379.15,383.11,330874.0,67.52,68.55,67.18,68.36,2437925,209.64,211.97,209.35,210.03,557788.0
2019-01-31 00:00:00-05:00,169.79,173.83,169.25,173.79,2423914.0,115.47,117.02,114.265,117.0,2056494.0,382.83,394.22,379.905,393.985,446022.0,68.23,69.45,67.59,69.155,3954100,210.07,212.67,209.16,212.64,621191.0
2019-02-01 00:00:00-05:00,173.15,173.15,169.5404,170.47,3059393.0,117.22,117.27,114.86,116.95,1706629.0,393.45,396.6,390.87,396.5,552317.0,69.44,69.455,68.17,69.4,2903757,212.53,213.1444,207.52,209.725,513219.0
2019-02-04 00:00:00-05:00,170.2,170.72,168.88,170.65,1893896.0,116.82,117.58,115.96,117.57,1596747.0,397.0,397.0,392.37,395.02,401848.0,69.19,69.56,68.73,69.5447,2309490,208.98,209.81,207.93,209.14,698035.0
2019-02-05 00:00:00-05:00,170.83,172.41,169.57,172.41,1381203.0,117.65,119.21,117.4,119.2,2038159.0,397.04,398.995,372.7467,395.9,380712.0,69.51,69.98,68.91,69.95,2140806,209.18,209.48,207.43,209.0,991766.0
2019-02-06 00:00:00-05:00,171.32,172.36,170.1,170.34,1160181.0,119.41,119.43,117.165,117.35,1719567.0,395.0,396.97,388.39,390.02,657027.0,69.8,69.93,69.06,69.45,1850482,209.51,209.51,207.75,208.56,756035.0
2019-02-07 00:00:00-05:00,170.33,172.4,169.83,172.04,823797.0,116.72,118.43,116.72,118.19,1269611.0,389.0,392.12,385.98,389.72,340609.0,69.27,70.63,69.17,70.47,2626114,208.54,209.98,207.5241,209.67,1175113.0
2019-02-08 00:00:00-05:00,171.91,172.99,171.05,172.22,882448.0,118.07,118.63,117.45,118.13,1791930.0,388.52,395.58,387.89,395.565,279659.0,70.04,70.89,69.91,70.79,1999195,209.73,212.5,209.25,210.26,963700.0
2019-02-11 00:00:00-05:00,172.86,173.66,172.146,172.88,841073.0,118.43,118.96,117.9255,118.36,972661.0,396.95,400.85,395.63,400.03,334908.0,70.85,71.29,70.625,71.0,1821054,210.04,211.14,209.49,210.2,577297.0
2019-02-12 00:00:00-05:00,173.08,173.75,172.07,172.57,1146959.0,118.4,118.55,116.79,117.37,1653357.0,400.64,402.11,393.58,397.475,287560.0,71.14,71.24,70.24,70.6,2535522,210.23,210.32,207.39,207.71,864072.0
2019-02-13 00:00:00-05:00,172.43,173.84,172.09,173.73,942363.0,117.53,118.5,117.0336,118.44,1109516.0,386.95,398.78,385.91,391.92,500983.0,70.42,71.01,70.29,70.85,1898313,207.3,208.595,206.195,207.98,495386.0
2019-02-14 00:00:00-05:00,173.61,176.07,173.07,175.87,1602131.0,118.46,119.12,117.83,118.83,995938.0,412.0,422.44,399.57,420.91,1336075.0,70.73,71.21,70.132,70.92,2159830,208.31,208.92,206.7,208.17,353384.0
2019-02-15 00:00:00-05:00,177.28,178.15,175.975,178.05,1768247.0,119.69,120.16,118.93,120.16,1293575.0,421.47,422.055,417.405,421.575,574685.0,71.08,71.18,70.62,71.175,1672927,208.98,209.04,207.18,207.68,447987.0
2019-02-19 00:00:00-05:00,,,,,,,,,,,,,,,,71.09,71.51,70.875,71.345,1322694,,,,,
2019-02-20 00:00:00-05:00,,,,,,,,,,,,,,,,71.28,71.37,70.13,70.32,2174177,,,,,
2019-02-21 00:00:00-05:00,176.32,176.75,174.5754,176.4503,1264108.0,119.11,119.94,118.36,119.34,1591891.0,429.07,430.0,424.3,425.91,344196.0,70.05,71.13,69.89,71.04,1743193,203.1,203.52,199.53,200.49,1174246.0
2019-02-22 00:00:00-05:00,177.15,177.45,175.19,176.63,1114990.0,119.68,120.23,118.69,119.87,1091906.0,427.98,430.245,423.75,428.55,300485.0,71.17,71.87,70.89,71.62,1316723,200.83,202.53,199.81,201.14,703607.0
2019-02-25 00:00:00-05:00,177.24,177.5286,174.07,174.24,1523602.0,120.06,120.13,117.94,118.16,1849138.0,429.0,430.0,425.52,429.22,427957.0,71.84,71.92,71.12,71.25,1638654,201.36,202.01,199.5875,201.4,871250.0
2019-02-26 00:00:00-05:00,174.84,175.32,173.42,173.98,1601894.0,118.39,118.82,117.75,118.17,1064807.0,428.08,428.75,425.0,425.76,369659.0,71.37,71.45,70.8,71.03,1131178,201.93,203.21,200.77,202.81,730069.0
2019-02-27 00:00:00-05:00,174.3,176.77,171.71,173.2,1458301.0,118.11,118.71,117.03,118.32,950434.0,421.47,426.495,417.25,418.14,493193.0,70.61,70.68,69.545,70.14,1966728,203.2,210.45,202.68,209.63,1784882.0
2019-02-28 00:00:00-05:00,172.52,178.69,172.39,176.09,2211151.0,118.38,120.0,117.85,118.74,1632976.0,422.19,426.08,417.59,423.36,1315671.0,70.01,70.905,69.56,70.07,2677951,209.51,213.05,208.65,211.43,1406639.0
2019-03-01 00:00:00-05:00,176.2,178.19,174.27,177.98,1674568.0,118.85,119.37,117.4,119.24,1193560.0,424.46,433.54,420.0,432.69,676367.0,70.06,70.42,69.15,69.89,2948793,211.04,212.75,209.25,212.03,857918.0
2019-03-04 00:00:00-05:00,179.0,179.76,173.18,179.67,1160152.0,119.65,119.777,117.85,119.51,1417489.0,433.45,434.15,423.23,427.011,554339.0,70.27,70.49,69.6,70.35,1863489,212.53,212.9,209.47,212.35,856069.0
2019-03-05 00:00:00-05:00,179.43,181.91,179.43,181.1,1568487.0,119.51,120.3,119.33,119.58,1106714.0,426.95,430.26,424.6,426.96,366037.0,70.34,70.7899,70.16,70.35,1636039,211.58,213.93,211.58,213.16,514008.0
2019-03-06 00:00:00-05:00,181.07,182.285,180.88,181.68,942414.0,119.86,121.22,119.6,120.69,1631042.0,426.17,428.0,422.87,424.66,334171.0,70.38,70.58,69.98,70.17,2045206,213.45,214.448,212.3,213.23,674187.0
2019-03-07 00:00:00-05:00,182.01,182.97,180.81,181.76,1082407.0,120.6,121.7,120.13,120.74,1375780.0,422.74,431.38,421.19,426.77,426384.0,70.26,70.57,69.33,69.52,2218233,213.84,215.07,213.42,214.17,842490.0
2019-03-08 00:00:00-05:00,181.0,182.73,180.44,181.61,938891.0,120.72,121.59,120.19,120.97,848370.0,426.85,431.0,424.5,430.38,526458.0,69.1,70.01,68.96,69.94,2321664,214.53,215.9895,212.97,214.3,924337.0
2019-03-11 00:00:00-04:00,182.31,185.3,182.05,185.24,1333665.0,121.18,123.62,121.1,123.53,1155270.0,430.88,438.495,430.88,438.34,513149.0,70.23,71.14,69.95,70.99,1729119,214.73,218.87,214.73,218.84,870237.0
2019-03-12 00:00:00-04:00,185.53,186.78,185.09,185.79,1246483.0,123.72,124.4,123.19,123.91,1476148.0,439.75,442.555,438.12,438.61,489409.0,71.13,71.735,70.98,71.64,2128452,217.52,218.78,216.63,218.25,1216501.0
2019-03-13 00:00:00-04:00,185.7,187.55,185.7,187.26,1148697.0,124.23,125.66,124.01,125.0,2108869.0,438.02,441.87,437.84,438.84,529950.0,72.07,72.82,72.0,72.38,2260262,218.74,220.26,217.93,219.17,699001.0
2019-03-14 00:00:00-04:00,186.68,188.04,185.77,187.98,942798.0,124.13,124.37,123.2,124.02,1387105.0,439.5,442.92,436.3,440.44,328461.0,71.94,72.03,71.23,71.77,1800217,219.75,220.135,218.29,218.53,1343047.0
2019-03-15 00:00:00-04:00,187.81,189.0,187.63,188.97,874322.0,124.5,125.14,124.24,125.07,1411571.0,440.83,442.75,439.795,441.6,356675.0,71.58,71.85,71.38,71.65,1132472,217.35,218.12,215.99,217.54,754012.0
2019-03-18 00:00:00-04:00,189.11,189.48,187.5,188.89,1288924.0,125.15,125.59,124.04,124.66,1559666.0,445.94,445.94,440.845,444.1,313355.0,71.77,71.87,70.47,70.85,1366313,217.32,218.32,216.55,217.74,779391.0
2019-03-19 00:00:00-04:00,189.1,190.22,188.675,189.91,1228902.0,124.6,125.24,123.9444,124.59,1531347.0,445.02,446.15,441.91,443.32,263953.0,70.795,70.99,70.15,70.45,1223662,216.78,217.61,216.34,217.48,667128.0
2019-03-20 00:00:00-04:00,190.28,192.16,188.92,191.54,1248389.0,124.59,126.1,123.678,125.75,1616709.0,442.15,449.0,441.49,448.0,399147.0,70.49,71.51,70.23,70.92,1971697,217.83,220.3,216.57,218.8,1024486.0
2019-03-21 00:00:00-04:00,191.16,194.75,190.8,194.71,1474795.0,125.3,127.13,125.17,126.43,2294282.0,447.93,458.41,444.5,458.29,508124.0,70.71,72.1152,70.65,72.05,1697883,218.78,222.12,218.06,222.02,676349.0
2019-03-22 00:00:00-04:00,194.24,196.79,193.21,193.67,1828026.0,126.36,127.68,125.49,125.49,1691253.0,458.83,460.88,451.11,451.55,595452.0,72.07,72.46,71.04,71.07,1814066,222.44,226.06,222.015,222.14,798790.0
2019-03-25 00:00:00-04:00,194.1,196.31,193.53,195.69,1949264.0,125.58,125.97,125.06,125.28,1981860.0,452.25,453.49,445.28,446.18,397024.0,71.19,71.41,70.6,70.96,1243733,222.63,224.95,222.14,224.24,673668.0
2019-03-26 00:00:00-04:00,196.65,196.67,193.96,195.03,1659186.0,125.67,126.891,124.73,125.54,1318421.0,449.82,449.82,442.75,447.59,343262.0,71.36,72.19,71.33,72.17,1254105,221.01,222.375,219.67,220.2,953731.0
2019-03-27 00:00:00-04:00,195.05,196.04,192.62,194.12,1933575.0,125.47,126.4,124.53,126.37,1390281.0,449.48,451.54,445.03,448.23,332917.0,72.15,72.37,71.09,71.58,1677683,220.12,220.77,217.77,219.18,1121830.0
2019-03-28 00:00:00-04:00,194.0,194.99,193.2,194.9,2119387.0,126.68,127.25,125.96,127.22,2071884.0,449.74,452.22,446.85,449.97,353786.0,71.67,72.17,71.25,72.11,1601750,219.66,220.35,218.65,219.0,816048.0
2019-03-29 00:00:00-04:00,195.46,197.33,194.66,197.03,2199538.0,127.23,128.2,126.52,127.98,1922316.0,451.47,453.85,444.96,453.16,414637.0,72.38,72.46,71.7,71.94,1616503,219.02,219.43,217.53,217.79,758749.0
2019-04-01 00:00:00-04:00,197.54,198.19,192.4301,192.51,1073530.0,128.37,128.37,126.137,126.65,571211.0,443.555,456.77,443.555,456.23,129272.0,72.01,72.37,71.48,72.19,653370,217.35,218.54,216.1,218.31,327603.0
2019-04-02 00:00:00-04:00,193.0,195.795,192.1115,195.13,2548793.0,126.67,128.58,126.38,128.4,1027510.0,457.46,461.75,455.02,460.58,338585.0,72.44,73.26,71.95,73.15,2116472,218.55,219.63,216.4874,219.43,623127.0
2019-04-03 00:00:00-04:00,195.06,195.92,192.49,194.29,1896637.0,128.36,128.74,127.04,128.36,1235698.0,461.71,466.11,455.685,462.1,281391.0,73.15,73.43,72.22,73.14,2020478,219.27,220.14,216.99,218.85,483278.0
2019-04-04 00:00:00-04:00,194.94,195.06,192.6524,193.04,1580291.0,128.68,128.75,127.32,128.21,877303.0,462.55,464.73,459.9,461.44,400971.0,73.15,73.15,72.31,72.85,1020482,219.49,219.49,216.95,217.69,523236.0
2019-04-05 00:00:00-04:00,193.26,195.98,192.31,195.78,1439930.0,128.22,129.2,127.53,129.1,790946.0,461.97,467.29,460.45,466.93,206783.0,72.69,73.12,72.47,73.08,1013426,217.57,218.73,217.2,218.56,570348.0
2019-04-08 00:00:00-04:00,195.07,196.47,194.19,196.23,1805514.0,128.96,129.36,128.005,128.5,1175489.0,466.74,467.99,460.32,463.38,210224.0,73.1,73.19,72.46,72.87,1283160,218.42,218.45,216.655,218.05,436401.0
2019-04-09 00:00:00-04:00,196.14,197.13,195.9501,196.75,1479409.0,128.55,129.88,128.275,129.84,1435691.0,463.19,464.23,459.16,460.11,251518.0,72.79,72.93,72.24,72.41,1442634,220.09,220.805,219.01,219.41,608326.0
2019-04-10 00:00:00-04:00,196.46,197.265,196.0,196.62,1158164.0,130.16,130.35,129.68,130.26,1283637.0,461.56,462.99,459.52,461.22,257717.0,72.75,73.58,72.42,73.56,1770148,220.38,220.38,218.47,219.5,403815.0
2019-04-11 00:00:00-04:00,197.12,197.19,195.44,196.64,890706.0,130.38,130.6,128.35,128.73,1673806.0,456.985,462.92,456.985,460.67,215415.0,73.75,73.93,73.005,73.57,1875630,219.56,221.06,218.6,219.65,338173.0
2019-04-12 00:00:00-04:00,196.64,198.06,194.8,198.01,956005.0,128.32,128.96,126.91,128.87,1598014.0,457.82,464.0,453.72,463.38,315324.0,73.51,74.44,73.0,74.43,1844887,219.11,221.79,217.87,221.75,458415.0
2019-04-15 00:00:00-04:00,196.7,197.83,194.52,196.08,1600096.0,128.85,129.1,127.0,127.4,1873341.0,462.31,463.0709,457.345,459.91,242719.0,74.52,74.59,73.49,73.72,1904720,222.01,222.48,219.34,220.53,415073.0
2019-04-16 00:00:00-04:00,196.17,196.17,191.0544,192.19,1951540.0,127.34,127.52,123.685,124.63,2657183.0,461.92,461.92,451.33,452.82,310672.0,73.73,73.94,72.2,72.77,2852622,220.64,221.23,216.19,217.44,576819.0
2019-04-17 00:00:00-04:00,194.09,194.09,189.42,191.13,1901302.0,127.22,127.22,122.93,124.18,2947487.0,454.41,454.51,445.025,447.625,294315.0,73.18,73.18,71.72,72.27,2479734,217.91,218.08,215.75,216.72,469139.0
